ReviewId,ReviewerId,ExpertiseLevel
1,1000003,0.0
1,1000007,0.0
2,1000003,0.9375
2,1000007,0.9375
2,1000012,0.0
3,1000006,0.0
3,1000007,1.875
4,1000011,0.0
5,1000014,0.0
6,1000014,1.5
7,1000004,0.0
7,1000009,0.0
7,1000010,0.0
7,1000020,0.0
7,1000027,0.0
8,1000006,1.5
9,1000003,0.117647058824
9,1000019,0.0
10,1000009,1.2
