ReviewId, ReviewersNum, AveReliability, MimReliability, Status, PatchType
22223, 2, 0.617348, 0.422197, merged, NotConsensus
22224, 1, 0.422125, 0.422125, merged, AllCorrect
22225, 1, 0.793464, 0.793464, merged, AllInCorrect
22226, 2, 0.832850, 0.763158, merged, AllInCorrect
22227, 3, 0.739989, 0.642857, merged, NotConsensus
22228, 1, 0.700000, 0.700000, abandoned, AllCorrect
22229, 4, 0.686851, 0.422185, merged, NotConsensus
22230, 1, 0.422054, 0.422054, merged, AllCorrect
22231, 2, 0.626057, 0.422114, merged, NotConsensus
22232, 3, 0.746500, 0.654450, merged, AllCorrect
22235, 3, 0.522331, 0.422174, merged, AllCorrect
22236, 2, 0.584304, 0.422130, abandoned, AllInCorrect
22237, 1, 0.422086, 0.422086, merged, AllCorrect
22238, 3, 0.548240, 0.422146, merged, NotConsensus
22240, 1, 0.765217, 0.765217, abandoned, AllCorrect
22241, 4, 0.659109, 0.422102, merged, NotConsensus
22242, 2, 0.678779, 0.422075, merged, NotConsensus
22243, 1, 0.422091, 0.422091, merged, AllCorrect
22244, 3, 0.670109, 0.444444, merged, AllCorrect
22245, 2, 0.794172, 0.774834, abandoned, NotConsensus
22246, 6, 0.423238, 0.000000, abandoned, NotConsensus
22247, 1, 0.631285, 0.631285, merged, AllCorrect
22250, 1, 0.852071, 0.852071, merged, AllCorrect
22251, 1, 0.830450, 0.830450, merged, AllCorrect
22252, 2, 0.793455, 0.773128, abandoned, NotConsensus
22253, 1, 0.421959, 0.421959, merged, AllCorrect
22255, 1, 0.632312, 0.632312, merged, AllCorrect
22256, 2, 0.617055, 0.421888, abandoned, AllInCorrect
22258, 1, 0.651042, 0.651042, abandoned, AllInCorrect
22260, 1, 0.421844, 0.421844, merged, AllCorrect
22262, 1, 0.633333, 0.633333, merged, AllCorrect
22263, 5, 0.598658, 0.421964, merged, AllCorrect
22265, 4, 0.662078, 0.628866, merged, AllCorrect
22266, 3, 0.695526, 0.421980, merged, NotConsensus
22269, 4, 0.738932, 0.609756, merged, NotConsensus
22270, 2, 0.620983, 0.611111, merged, AllCorrect
22272, 1, 0.631868, 0.631868, merged, AllCorrect
22273, 3, 0.673430, 0.618182, merged, NotConsensus
22274, 1, 0.794118, 0.794118, abandoned, AllCorrect
22275, 1, 0.769737, 0.769737, merged, AllCorrect
22277, 3, 0.620410, 0.422040, merged, NotConsensus
22278, 10, 0.642057, 0.422056, abandoned, NotConsensus
22279, 8, 0.607316, 0.000000, merged, NotConsensus
22280, 1, 0.800000, 0.800000, abandoned, AllCorrect
22282, 2, 0.641447, 0.625000, merged, AllCorrect
22283, 3, 0.566028, 0.422181, merged, AllCorrect
22284, 1, 0.662338, 0.662338, merged, AllCorrect
22285, 2, 0.679805, 0.422110, merged, NotConsensus
22286, 1, 0.422126, 0.422126, merged, AllCorrect
22287, 3, 0.706775, 0.632653, abandoned, AllCorrect
22288, 1, 0.731959, 0.731959, merged, AllInCorrect
22289, 1, 0.636856, 0.636856, merged, AllCorrect
22291, 1, 0.631579, 0.631579, merged, AllCorrect
22292, 2, 0.630673, 0.422185, merged, NotConsensus
22293, 1, 0.761905, 0.761905, merged, AllCorrect
22294, 1, 0.714286, 0.714286, merged, AllCorrect
22295, 2, 0.765985, 0.705882, merged, NotConsensus
22296, 1, 0.809524, 0.809524, merged, AllInCorrect
22297, 2, 0.636029, 0.625000, abandoned, AllInCorrect
22298, 4, 0.695478, 0.422245, merged, NotConsensus
22299, 1, 0.642857, 0.642857, merged, AllCorrect
22300, 2, 0.758919, 0.710145, merged, AllCorrect
22301, 1, 0.702703, 0.702703, merged, AllCorrect
22303, 2, 0.795455, 0.772727, merged, AllInCorrect
22304, 2, 0.807168, 0.766234, merged, AllInCorrect
22305, 1, 0.743243, 0.743243, merged, AllCorrect
22307, 2, 0.211131, 0.000000, merged, AllCorrect
22308, 1, 0.709924, 0.709924, merged, AllCorrect
22310, 1, 0.878301, 0.878301, merged, AllCorrect
22317, 3, 0.713073, 0.555556, merged, NotConsensus
22319, 2, 0.728621, 0.705263, merged, NotConsensus
22320, 2, 0.788179, 0.697917, merged, NotConsensus
22321, 2, 0.758410, 0.701031, merged, NotConsensus
22322, 1, 0.555556, 0.555556, merged, AllCorrect
22323, 1, 0.730496, 0.730496, abandoned, AllCorrect
22325, 6, 0.213812, 0.000000, merged, AllCorrect
22326, 4, 0.617788, 0.422234, merged, AllCorrect
22328, 2, 0.852871, 0.830743, abandoned, NotConsensus
22329, 1, 0.400000, 0.400000, abandoned, AllInCorrect
22334, 1, 0.804878, 0.804878, abandoned, AllCorrect
22335, 1, 0.714286, 0.714286, merged, AllCorrect
22339, 4, 0.723848, 0.615385, merged, NotConsensus
22340, 2, 0.554064, 0.422413, merged, AllCorrect
22341, 1, 0.648649, 0.648649, abandoned, AllCorrect
22342, 2, 0.724372, 0.634146, abandoned, AllCorrect
22343, 3, 0.696001, 0.644670, merged, NotConsensus
22345, 2, 0.704046, 0.645161, merged, NotConsensus
22347, 5, 0.600831, 0.422473, merged, AllCorrect
22348, 4, 0.658693, 0.422401, abandoned, NotConsensus
22350, 1, 0.644444, 0.644444, merged, AllCorrect
22351, 2, 0.682084, 0.642857, merged, AllCorrect
22352, 1, 0.739130, 0.739130, merged, AllCorrect
22353, 2, 0.530148, 0.422314, abandoned, NotConsensus
22356, 5, 0.773126, 0.649682, merged, NotConsensus
22357, 4, 0.552272, 0.000000, abandoned, NotConsensus
22358, 4, 0.721511, 0.600000, merged, AllCorrect
22359, 2, 0.794023, 0.746667, merged, NotConsensus
22361, 2, 0.778223, 0.770732, merged, NotConsensus
22362, 4, 0.614220, 0.422227, merged, AllCorrect
22363, 2, 0.766302, 0.759657, abandoned, NotConsensus
22364, 1, 0.422286, 0.422286, abandoned, AllInCorrect
22365, 2, 0.630342, 0.500000, abandoned, NotConsensus
22366, 1, 0.853480, 0.853480, merged, AllInCorrect
22368, 4, 0.750671, 0.670886, merged, AllCorrect
22369, 2, 0.613955, 0.422243, merged, AllCorrect
22371, 1, 0.710526, 0.710526, merged, AllCorrect
22372, 2, 0.614660, 0.422303, abandoned, NotConsensus
22374, 1, 0.807229, 0.807229, abandoned, AllCorrect
22376, 2, 0.643561, 0.612121, merged, NotConsensus
22378, 1, 0.634146, 0.634146, merged, AllCorrect
22379, 1, 0.702128, 0.702128, merged, AllInCorrect
22380, 3, 0.569386, 0.422259, merged, AllCorrect
22381, 1, 0.666667, 0.666667, merged, AllCorrect
22382, 1, 0.825352, 0.825352, merged, AllInCorrect
22384, 3, 0.651493, 0.635468, merged, AllCorrect
22385, 3, 0.668710, 0.603390, merged, AllCorrect
22386, 2, 0.705599, 0.640957, merged, NotConsensus
22388, 1, 0.815138, 0.815138, merged, AllCorrect
22391, 2, 0.790959, 0.712871, merged, AllInCorrect
22393, 1, 0.635922, 0.635922, merged, AllCorrect
22394, 1, 0.823529, 0.823529, merged, AllInCorrect
22396, 1, 0.714286, 0.714286, merged, AllCorrect
22398, 2, 0.637380, 0.632850, merged, AllCorrect
22399, 3, 0.669064, 0.422319, merged, NotConsensus
22401, 1, 0.889313, 0.889313, abandoned, AllCorrect
22402, 2, 0.635870, 0.500000, merged, AllCorrect
22404, 1, 0.500000, 0.500000, merged, AllCorrect
22409, 1, 1.000000, 1.000000, merged, AllCorrect
22410, 5, 0.656748, 0.461538, merged, NotConsensus
22411, 1, 0.798762, 0.798762, merged, AllInCorrect
22415, 2, 0.737281, 0.657895, abandoned, AllInCorrect
22416, 1, 0.634615, 0.634615, merged, AllCorrect
22417, 2, 0.530716, 0.422378, abandoned, NotConsensus
22419, 6, 0.666083, 0.422335, merged, NotConsensus
22420, 3, 0.680478, 0.632075, merged, AllCorrect
22422, 3, 0.698401, 0.633803, merged, AllCorrect
22423, 1, 0.878580, 0.878580, merged, AllInCorrect
22424, 2, 0.731775, 0.692308, merged, AllCorrect
22425, 1, 0.823034, 0.823034, abandoned, AllCorrect
22426, 2, 0.534403, 0.422220, merged, AllCorrect
22428, 2, 0.810315, 0.727273, abandoned, AllCorrect
22429, 2, 0.721757, 0.635514, merged, AllCorrect
22430, 4, 0.688038, 0.555556, merged, NotConsensus
22433, 4, 0.598175, 0.422280, merged, NotConsensus
22439, 1, 0.732648, 0.732648, merged, AllCorrect
22441, 2, 0.773683, 0.731959, abandoned, AllCorrect
22442, 2, 0.653253, 0.422296, merged, NotConsensus
22443, 1, 0.857143, 0.857143, merged, AllInCorrect
22445, 3, 0.685293, 0.538462, merged, AllCorrect
22447, 1, 0.817391, 0.817391, merged, AllCorrect
22448, 2, 0.757367, 0.625000, merged, NotConsensus
22450, 1, 0.422415, 0.422415, merged, AllCorrect
22451, 2, 0.558459, 0.422474, merged, AllCorrect
22454, 2, 0.627934, 0.422534, merged, AllCorrect
22455, 2, 0.752083, 0.600000, merged, NotConsensus
22456, 4, 0.815253, 0.777409, merged, NotConsensus
22457, 1, 0.422593, 0.422593, merged, AllCorrect
22458, 2, 0.763359, 0.648000, abandoned, NotConsensus
22460, 1, 0.422653, 0.422653, merged, AllCorrect
22461, 3, 0.556956, 0.422712, merged, AllCorrect
22462, 1, 0.422772, 0.422772, merged, AllCorrect
22464, 1, 0.789474, 0.789474, merged, AllCorrect
22467, 4, 0.830992, 0.704225, merged, NotConsensus
22469, 2, 0.705659, 0.567568, abandoned, AllCorrect
22470, 5, 0.600807, 0.400000, merged, NotConsensus
22471, 5, 0.647146, 0.000000, merged, NotConsensus
22472, 1, 0.799383, 0.799383, merged, AllInCorrect
22473, 5, 0.694342, 0.422788, merged, AllCorrect
22474, 1, 0.641176, 0.641176, merged, AllCorrect
22475, 4, 0.655645, 0.422847, merged, AllCorrect
22476, 3, 0.736069, 0.648221, merged, AllCorrect
22477, 4, 0.598418, 0.422907, merged, NotConsensus
22478, 1, 0.725000, 0.725000, merged, AllCorrect
22479, 1, 0.422835, 0.422835, merged, AllCorrect
22480, 5, 0.596427, 0.422574, merged, NotConsensus
22482, 3, 0.602008, 0.422444, merged, NotConsensus
22483, 2, 0.552577, 0.422227, merged, AllCorrect
22484, 3, 0.577061, 0.422286, abandoned, NotConsensus
22485, 1, 0.666667, 0.666667, merged, AllCorrect
22486, 4, 0.627631, 0.422243, merged, AllCorrect
22488, 1, 0.816929, 0.816929, merged, AllCorrect
22489, 2, 0.321637, 0.000000, merged, AllCorrect
22490, 2, 0.704850, 0.683673, merged, AllCorrect
22492, 2, 0.815808, 0.800000, merged, AllInCorrect
22494, 2, 0.686242, 0.676056, merged, AllCorrect
22497, 1, 0.422302, 0.422302, merged, AllCorrect
22498, 1, 0.422318, 0.422318, abandoned, AllInCorrect
22501, 1, 0.803279, 0.803279, merged, AllCorrect
22502, 1, 0.647059, 0.647059, merged, AllCorrect
22503, 2, 0.618981, 0.422275, abandoned, NotConsensus
22504, 2, 0.857042, 0.830189, merged, AllInCorrect
22505, 1, 0.648438, 0.648438, merged, AllCorrect
22507, 1, 0.830479, 0.830479, merged, AllInCorrect
22509, 3, 0.720402, 0.649805, merged, AllCorrect
22510, 2, 0.545872, 0.422101, merged, NotConsensus
22511, 5, 0.645505, 0.422161, merged, AllCorrect
22513, 2, 0.709188, 0.679245, merged, NotConsensus
22514, 1, 0.608696, 0.608696, merged, AllCorrect
22515, 2, 0.593463, 0.422220, merged, AllCorrect
22516, 1, 0.571429, 0.571429, merged, AllCorrect
22518, 1, 0.422279, 0.422279, merged, AllCorrect
22519, 1, 0.422339, 0.422339, merged, AllCorrect
22520, 5, 0.643975, 0.422079, merged, AllCorrect
22522, 1, 0.879271, 0.879271, abandoned, AllCorrect
22523, 1, 0.879408, 0.879408, abandoned, AllCorrect
22525, 1, 0.421862, 0.421862, abandoned, AllInCorrect
22527, 1, 0.643564, 0.643564, merged, AllCorrect
22528, 2, 0.665966, 0.617647, merged, AllInCorrect
22531, 3, 0.584013, 0.421646, merged, AllCorrect
22532, 1, 0.738095, 0.738095, merged, AllCorrect
22533, 3, 0.853173, 0.815942, merged, AllInCorrect
22534, 2, 0.768769, 0.648649, merged, NotConsensus
22536, 1, 0.732394, 0.732394, merged, AllInCorrect
22537, 1, 0.826087, 0.826087, merged, AllInCorrect
22539, 2, 0.562204, 0.421705, merged, AllCorrect
22540, 1, 0.782609, 0.782609, merged, AllInCorrect
22546, 6, 0.706761, 0.421765, merged, NotConsensus
22547, 1, 0.814815, 0.814815, merged, AllCorrect
22548, 1, 1.000000, 1.000000, abandoned, AllCorrect
22549, 4, 0.738464, 0.649351, merged, NotConsensus
22555, 1, 0.880597, 0.880597, merged, AllInCorrect
22556, 2, 0.762673, 0.761905, merged, AllCorrect
22558, 4, 0.634391, 0.421608, abandoned, NotConsensus
22560, 2, 0.563936, 0.333333, merged, NotConsensus
22561, 4, 0.684042, 0.421435, merged, AllCorrect
22567, 4, 0.731264, 0.421451, abandoned, NotConsensus
22569, 3, 0.822360, 0.710526, merged, NotConsensus
22570, 1, 0.800000, 0.800000, merged, AllInCorrect
22575, 1, 0.782609, 0.782609, merged, AllCorrect
22576, 1, 0.421365, 0.421365, merged, AllCorrect
22577, 1, 0.651341, 0.651341, merged, AllCorrect
22578, 4, 0.530689, 0.415730, abandoned, NotConsensus
22580, 2, 0.755208, 0.718750, merged, AllCorrect
22582, 1, 0.652672, 0.652672, abandoned, AllCorrect
22583, 1, 0.802372, 0.802372, merged, AllCorrect
22584, 2, 0.599063, 0.421381, merged, AllCorrect
22585, 1, 0.881041, 0.881041, merged, AllInCorrect
22586, 1, 0.421440, 0.421440, merged, AllCorrect
22587, 2, 0.760104, 0.720207, merged, AllCorrect
22588, 2, 0.555988, 0.421499, merged, AllCorrect
22590, 2, 0.612333, 0.421515, merged, NotConsensus
22591, 1, 0.421532, 0.421532, merged, AllCorrect
22595, 4, 0.573265, 0.421591, abandoned, NotConsensus
22596, 2, 0.612735, 0.421548, merged, AllCorrect
22597, 2, 0.611172, 0.421564, merged, AllCorrect
22599, 1, 0.807692, 0.807692, merged, AllCorrect
22600, 2, 0.616627, 0.421580, merged, NotConsensus
22604, 1, 0.879682, 0.879682, abandoned, AllCorrect
22605, 2, 0.643009, 0.640000, abandoned, NotConsensus
22606, 1, 0.592593, 0.592593, merged, AllCorrect
22607, 2, 0.630240, 0.612903, merged, NotConsensus
22609, 4, 0.718751, 0.421596, merged, NotConsensus
22610, 2, 0.578490, 0.421612, merged, AllCorrect
22611, 1, 0.600000, 0.600000, merged, AllInCorrect
22612, 1, 0.421628, 0.421628, abandoned, AllInCorrect
22613, 2, 0.630117, 0.611111, merged, AllInCorrect
22614, 1, 0.818966, 0.818966, merged, AllCorrect
22615, 1, 0.421585, 0.421585, merged, AllCorrect
22617, 2, 0.636138, 0.621622, abandoned, AllCorrect
22618, 2, 0.656108, 0.653680, abandoned, NotConsensus
22619, 1, 0.421644, 0.421644, merged, AllCorrect
22622, 2, 0.653168, 0.651163, abandoned, AllCorrect
22623, 2, 0.575367, 0.421703, merged, AllCorrect
22624, 5, 0.666853, 0.421762, merged, NotConsensus
22625, 1, 0.421305, 0.421305, merged, AllCorrect
22626, 3, 0.619673, 0.421364, abandoned, NotConsensus
22627, 1, 0.421321, 0.421321, merged, AllCorrect
22628, 1, 0.421278, 0.421278, merged, AllCorrect
22629, 5, 0.689854, 0.421337, merged, NotConsensus
22630, 1, 0.421396, 0.421396, merged, AllCorrect
22631, 3, 0.561340, 0.421455, merged, AllCorrect
22633, 2, 0.535757, 0.421514, merged, AllCorrect
22634, 2, 0.538655, 0.421573, merged, AllCorrect
22637, 5, 0.696575, 0.421632, merged, NotConsensus
22639, 1, 0.658120, 0.658120, abandoned, AllCorrect
22641, 1, 0.421589, 0.421589, merged, AllCorrect
22649, 1, 0.641026, 0.641026, merged, AllCorrect
22651, 1, 0.772973, 0.772973, merged, AllInCorrect
22653, 1, 0.823529, 0.823529, abandoned, AllCorrect
22655, 1, 0.666667, 0.666667, abandoned, AllCorrect
22657, 2, 0.849090, 0.815827, merged, NotConsensus
22658, 1, 0.750000, 0.750000, merged, AllInCorrect
22660, 2, 0.708615, 0.687500, merged, AllCorrect
22661, 2, 0.734357, 0.656627, abandoned, NotConsensus
22662, 2, 0.377490, 0.333333, merged, NotConsensus
22663, 4, 0.664170, 0.500000, merged, NotConsensus
22664, 1, 0.816092, 0.816092, abandoned, AllCorrect
22665, 1, 0.421605, 0.421605, abandoned, AllInCorrect
22666, 1, 0.421562, 0.421562, merged, AllCorrect
22668, 1, 0.685185, 0.685185, merged, AllInCorrect
22673, 1, 0.700000, 0.700000, merged, AllCorrect
22675, 1, 0.421621, 0.421621, abandoned, AllInCorrect
22678, 1, 0.879819, 0.879819, abandoned, AllCorrect
22679, 2, 0.714666, 0.656604, abandoned, NotConsensus
22681, 1, 0.879955, 0.879955, abandoned, AllCorrect
22682, 1, 0.775229, 0.775229, merged, AllInCorrect
22683, 1, 0.883212, 0.883212, abandoned, AllCorrect
22684, 2, 0.551965, 0.421578, merged, AllCorrect
22686, 1, 0.421551, 0.421551, abandoned, AllInCorrect
22687, 1, 0.421508, 0.421508, abandoned, AllInCorrect
22688, 1, 0.421465, 0.421465, merged, AllCorrect
22691, 3, 0.795473, 0.750000, merged, NotConsensus
22693, 2, 0.773067, 0.706897, merged, AllCorrect
22694, 5, 0.575462, 0.250000, merged, NotConsensus
22695, 2, 0.553515, 0.420983, merged, AllCorrect
22696, 1, 0.693878, 0.693878, merged, AllInCorrect
22698, 1, 0.791667, 0.791667, merged, AllCorrect
22705, 3, 0.586312, 0.420940, merged, NotConsensus
22706, 3, 0.621840, 0.420898, merged, AllCorrect
22707, 2, 0.618480, 0.420914, merged, NotConsensus
22708, 3, 0.657580, 0.250000, merged, NotConsensus
22709, 2, 0.599559, 0.420972, merged, NotConsensus
22710, 5, 0.639338, 0.421053, merged, AllCorrect
22713, 2, 0.636726, 0.421031, merged, NotConsensus
22714, 1, 0.421090, 0.421090, merged, AllCorrect
22716, 3, 0.591963, 0.421149, merged, NotConsensus
22717, 3, 0.697848, 0.421122, abandoned, NotConsensus
22718, 3, 0.648391, 0.379310, merged, NotConsensus
22720, 1, 0.421079, 0.421079, merged, AllCorrect
22723, 2, 0.437842, 0.421138, merged, AllCorrect
22724, 2, 0.591529, 0.421154, merged, AllCorrect
22727, 1, 0.421213, 0.421213, merged, AllCorrect
22729, 1, 0.421271, 0.421271, merged, AllCorrect
22730, 1, 0.421330, 0.421330, merged, AllCorrect
22731, 2, 0.652422, 0.421389, merged, NotConsensus
22732, 2, 0.652490, 0.421405, merged, NotConsensus
22735, 2, 0.587335, 0.421149, merged, AllCorrect
22737, 3, 0.589749, 0.421207, merged, NotConsensus
22738, 2, 0.805028, 0.727273, merged, NotConsensus
22739, 3, 0.689482, 0.421223, merged, AllCorrect
22740, 2, 0.646687, 0.421282, abandoned, NotConsensus
22741, 2, 0.946864, 0.893728, abandoned, AllCorrect
22742, 3, 0.677049, 0.421239, merged, NotConsensus
22743, 1, 0.421255, 0.421255, merged, AllCorrect
22745, 3, 0.674760, 0.421314, merged, AllCorrect
22746, 3, 0.722684, 0.421372, merged, NotConsensus
22747, 1, 0.863636, 0.863636, merged, AllCorrect
22752, 4, 0.640451, 0.421345, merged, NotConsensus
22753, 2, 0.518352, 0.421319, merged, NotConsensus
22754, 5, 0.611003, 0.421377, merged, NotConsensus
22755, 3, 0.583843, 0.421452, merged, AllCorrect
22756, 5, 0.789176, 0.657895, abandoned, NotConsensus
22757, 4, 0.720885, 0.421510, merged, NotConsensus
22758, 2, 0.776820, 0.659176, merged, AllCorrect
22760, 2, 0.598361, 0.421441, merged, AllCorrect
22761, 3, 0.571470, 0.421499, merged, AllCorrect
22762, 1, 0.833333, 0.833333, merged, AllInCorrect
22763, 2, 0.341192, 0.260870, merged, AllCorrect
22764, 1, 0.421531, 0.421531, merged, AllCorrect
22765, 4, 0.664326, 0.567568, merged, NotConsensus
22766, 2, 0.753472, 0.729167, abandoned, AllCorrect
22767, 3, 0.689490, 0.544304, abandoned, AllCorrect
22768, 4, 0.769926, 0.701389, abandoned, NotConsensus
22769, 6, 0.665354, 0.421589, merged, AllCorrect
22770, 2, 0.658083, 0.421520, abandoned, NotConsensus
22771, 4, 0.587524, 0.421478, merged, AllCorrect
22774, 3, 0.613672, 0.421435, abandoned, NotConsensus
22777, 4, 0.554928, 0.421350, merged, NotConsensus
22778, 1, 0.421408, 0.421408, abandoned, AllInCorrect
22780, 3, 0.568119, 0.421366, merged, NotConsensus
22781, 1, 0.846154, 0.846154, merged, AllCorrect
22782, 1, 0.765957, 0.765957, abandoned, AllCorrect
22783, 1, 0.421339, 0.421339, merged, AllCorrect
22784, 1, 0.421456, 0.421456, merged, AllCorrect
22785, 1, 0.768421, 0.768421, abandoned, AllCorrect
22789, 6, 0.667057, 0.421514, merged, NotConsensus
22791, 3, 0.659399, 0.421217, merged, NotConsensus
22792, 4, 0.744560, 0.421047, merged, NotConsensus
22793, 2, 0.627063, 0.420793, merged, AllCorrect
22794, 1, 0.820937, 0.820937, merged, AllInCorrect
22795, 2, 0.551335, 0.420851, merged, NotConsensus
22801, 2, 0.806361, 0.760870, merged, NotConsensus
22802, 1, 0.646341, 0.646341, abandoned, AllCorrect
22804, 2, 0.540849, 0.420682, merged, NotConsensus
22805, 1, 0.690909, 0.690909, merged, AllInCorrect
22806, 1, 0.420597, 0.420597, abandoned, AllInCorrect
22807, 1, 0.733333, 0.733333, merged, AllCorrect
22808, 1, 0.795071, 0.795071, abandoned, AllCorrect
22809, 1, 0.420513, 0.420513, merged, AllCorrect
22810, 1, 0.805556, 0.805556, merged, AllInCorrect
22811, 1, 0.760000, 0.760000, merged, AllCorrect
22812, 2, 0.568822, 0.420571, merged, NotConsensus
22814, 2, 0.787760, 0.692308, merged, NotConsensus
22815, 2, 0.585251, 0.420503, abandoned, NotConsensus
22818, 3, 0.542581, 0.420460, merged, AllCorrect
22820, 5, 0.651492, 0.400000, merged, NotConsensus
22821, 1, 0.621469, 0.621469, merged, AllInCorrect
22822, 1, 0.000000, 0.000000, merged, AllCorrect
22829, 1, 0.680000, 0.680000, merged, AllInCorrect
22830, 1, 0.774194, 0.774194, merged, AllCorrect
22838, 4, 0.674888, 0.420155, merged, AllCorrect
22840, 1, 0.895189, 0.895189, abandoned, AllCorrect
22846, 1, 0.817143, 0.817143, merged, AllInCorrect
22847, 1, 0.250000, 0.250000, merged, AllInCorrect
22848, 1, 1.000000, 1.000000, merged, AllCorrect
22849, 3, 0.564763, 0.420213, merged, NotConsensus
22853, 1, 0.734848, 0.734848, abandoned, AllCorrect
22855, 1, 0.420271, 0.420271, merged, AllCorrect
22860, 1, 0.420329, 0.420329, merged, AllCorrect
22862, 3, 0.665524, 0.420345, merged, AllCorrect
22863, 2, 0.609794, 0.420361, abandoned, NotConsensus
22865, 2, 0.507152, 0.420319, merged, AllCorrect
22866, 2, 0.629975, 0.420277, merged, AllCorrect
22867, 2, 0.210167, 0.000000, merged, AllCorrect
22869, 2, 0.690880, 0.619048, merged, NotConsensus
22871, 1, 1.000000, 1.000000, abandoned, AllInCorrect
22872, 1, 0.895369, 0.895369, merged, AllCorrect
22873, 1, 0.564103, 0.564103, merged, AllCorrect
22874, 1, 0.764706, 0.764706, merged, AllInCorrect
22876, 2, 0.508704, 0.420393, merged, AllCorrect
22878, 2, 0.711077, 0.650602, merged, AllCorrect
22879, 4, 0.801964, 0.766667, abandoned, NotConsensus
22883, 1, 0.420451, 0.420451, merged, AllCorrect
22886, 2, 0.494977, 0.420509, merged, AllCorrect
22888, 5, 0.575748, 0.420483, merged, AllCorrect
22889, 4, 0.704567, 0.420499, merged, NotConsensus
22890, 2, 0.596529, 0.420330, merged, NotConsensus
22892, 3, 0.641551, 0.420389, abandoned, NotConsensus
22893, 2, 0.616233, 0.420304, merged, NotConsensus
22894, 2, 0.561884, 0.420320, merged, AllCorrect
22895, 3, 0.630819, 0.420378, merged, NotConsensus
22897, 6, 0.565273, 0.400000, merged, NotConsensus
22900, 2, 0.649652, 0.420184, abandoned, NotConsensus
22902, 2, 0.647025, 0.623596, merged, AllCorrect
22905, 1, 0.704545, 0.704545, merged, AllCorrect
22906, 3, 0.466385, 0.296296, merged, AllCorrect
22907, 7, 0.588191, 0.142857, merged, NotConsensus
22909, 3, 0.626836, 0.428571, merged, NotConsensus
22911, 4, 0.568830, 0.437500, merged, AllCorrect
22912, 1, 0.670330, 0.670330, merged, AllCorrect
22913, 1, 0.654762, 0.654762, merged, AllCorrect
22914, 3, 0.668038, 0.419980, merged, AllCorrect
22915, 1, 0.647059, 0.647059, merged, AllCorrect
22917, 2, 0.596285, 0.420038, merged, AllCorrect
22918, 2, 0.614396, 0.420096, merged, NotConsensus
22920, 2, 0.432249, 0.420054, merged, AllCorrect
22923, 1, 0.428571, 0.428571, merged, AllCorrect
22924, 5, 0.680049, 0.420228, merged, NotConsensus
22925, 1, 0.500000, 0.500000, merged, AllCorrect
22926, 5, 0.635705, 0.420176, merged, NotConsensus
22927, 2, 0.408702, 0.000000, abandoned, AllCorrect
22928, 2, 0.715584, 0.600000, merged, NotConsensus
22930, 3, 0.582609, 0.419924, merged, NotConsensus
22931, 2, 0.841818, 0.800000, merged, NotConsensus
22932, 2, 0.564692, 0.419982, merged, AllCorrect
22933, 1, 0.420040, 0.420040, merged, AllCorrect
22935, 3, 0.460138, 0.321429, merged, AllCorrect
22937, 1, 0.735516, 0.735516, abandoned, AllInCorrect
22940, 3, 0.581659, 0.420156, merged, AllCorrect
22941, 1, 0.619048, 0.619048, merged, AllInCorrect
22942, 2, 0.772181, 0.663866, abandoned, AllCorrect
22944, 1, 0.705479, 0.705479, merged, AllCorrect
22945, 1, 0.710526, 0.710526, merged, AllCorrect
22946, 4, 0.778618, 0.677419, abandoned, NotConsensus
22947, 1, 0.420213, 0.420213, merged, AllCorrect
22948, 1, 0.420271, 0.420271, abandoned, AllInCorrect
22951, 4, 0.713245, 0.500000, merged, AllCorrect
22954, 2, 0.755292, 0.712418, merged, NotConsensus
22955, 2, 0.530991, 0.420229, merged, AllCorrect
22956, 1, 0.670213, 0.670213, merged, AllCorrect
22958, 2, 0.524429, 0.420287, abandoned, NotConsensus
22962, 2, 0.710123, 0.420245, merged, AllCorrect
22963, 3, 0.726923, 0.420261, merged, NotConsensus
22965, 2, 0.574327, 0.420219, merged, AllCorrect
22967, 2, 0.699785, 0.670270, merged, AllCorrect
22971, 2, 0.575218, 0.420277, merged, AllCorrect
22972, 1, 0.420335, 0.420335, abandoned, AllInCorrect
22974, 4, 0.611528, 0.420251, merged, AllCorrect
22975, 3, 0.572443, 0.420309, merged, AllCorrect
22977, 3, 0.696068, 0.400000, abandoned, NotConsensus
22978, 3, 0.638677, 0.470588, abandoned, NotConsensus
22983, 3, 0.461811, 0.420366, merged, AllCorrect
22984, 1, 0.716129, 0.716129, merged, AllCorrect
22985, 1, 0.630332, 0.630332, merged, AllCorrect
22987, 1, 0.421053, 0.421053, merged, AllCorrect
22994, 3, 0.604914, 0.420241, merged, AllCorrect
22998, 1, 0.740000, 0.740000, merged, AllCorrect
23004, 1, 0.875000, 0.875000, merged, AllCorrect
23008, 3, 0.782959, 0.754098, merged, AllCorrect
23009, 3, 0.595282, 0.420173, merged, NotConsensus
23010, 1, 0.420189, 0.420189, merged, AllCorrect
23011, 4, 0.662771, 0.400000, merged, NotConsensus
23012, 3, 0.590062, 0.420247, abandoned, NotConsensus
23013, 1, 0.420205, 0.420205, merged, AllCorrect
23015, 5, 0.547882, 0.344828, merged, NotConsensus
23016, 1, 0.333333, 0.333333, abandoned, AllInCorrect
23017, 2, 0.531497, 0.420137, merged, AllCorrect
23018, 2, 0.733193, 0.642857, merged, AllCorrect
23019, 3, 0.657633, 0.420195, merged, AllCorrect
