ReviewId, ReviewerId ,CommentNum, cur, incur, currentPar
10305, 1561, 5, 148, 28, 0.840909
10305, 209, 5, 123, 56, 0.687151
10305, 67, 5, 398, 73, 0.845011
10305, 1030, 5, 326, 82, 0.799020
10305, 1247, 5, 424, 55, 0.885177
10363, 2472, 3, 48, 23, 0.676056
10363, 970, 3, 129, 20, 0.865772
10363, 595, 3, 0, 0, 0.000000
