ReviewId, Reviewerid, CommentIndex, NumOfCurrent, NumOfincurrent, CurrentPar, IncurrentPar, ScoreOfReliability, VotingScore, Status
   1, 1000007,  1,   0,   0, 0.000000, 0.000000, 0.000000, -1, merged
   1, 1000003,  2,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
  35, 1000003,  1,   2,   2, 0.500000, 0.500000, 0.500000, -1, merged
  35, 1000015,  2,   3,   0, 1.000000, 0.000000, 1.500000, 1, merged
  37, 1000012,  1,   1,   0, 1.000000, 0.000000, 1.000000, 1, merged
  37, 1000003,  2,   3,   2, 0.600000, 0.400000, 1.600000, -1, merged
  54, 1000030,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
  54, 1000015,  2,   4,   0, 1.000000, 0.000000, 1.000000, 1, merged
  59, 1000030,  1,   0,   1, 0.000000, 1.000000, 0.000000, 1, merged
  59, 1000015,  2,   7,   0, 1.000000, 0.000000, 1.000000, 1, merged
  65, 1000007,  1,  11,   1, 0.916667, 0.083333, 0.916667, -1, abandoned
  65, 1000004,  2,   4,   1, 0.800000, 0.200000, 1.716667, -1, abandoned
  79, 1000007,  1,  14,   3, 0.823529, 0.176471, 0.823529, 1, merged
  79, 1000028,  2,   1,   0, 1.000000, 0.000000, 1.823529, 1, merged
  80, 1000007,  1,  14,   4, 0.777778, 0.222222, 0.777778, 1, merged
  80, 1000028,  2,   2,   0, 1.000000, 0.000000, 1.777778, 1, merged
  86, 1000009,  1,   7,   1, 0.875000, 0.125000, 0.875000, -1, merged
  86, 1000007,  2,  14,   5, 0.736842, 0.263158, 1.611842, 1, merged
  98, 1000009,  1,   8,   3, 0.727273, 0.272727, 0.727273, 1, merged
  98, 1000014,  2,   1,   2, 0.333333, 0.666667, 1.060606, 1, merged
 101, 1000028,  1,   4,   0, 1.000000, 0.000000, 1.000000, 1, merged
 101, 1000079,  2,   0,   0, 0.000000, 0.000000, 1.000000, 1, merged
 102, 1000028,  1,   4,   2, 0.666667, 0.333333, 0.666667, 1, merged
 102, 1000026,  2,   2,   0, 1.000000, 0.000000, 1.666667, 1, merged
 109, 1000029,  1,  11,   2, 0.846154, 0.153846, 0.846154, 1, merged
 109, 1000010,  2,   2,   0, 1.000000, 0.000000, 1.846154, 1, merged
 114, 1000007,  1,  17,  10, 0.629630, 0.370370, 0.629630, 1, merged
 114, 1000028,  2,   4,   4, 0.500000, 0.500000, 1.129630, 1, merged
 115, 1000079,  1,   0,   1, 0.000000, 1.000000, 0.000000, 1, merged
 115, 1000092,  2,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 126, 1000008,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 126, 1000014,  2,   2,   2, 0.500000, 0.500000, 0.500000, 1, merged
 128, 1000097,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 128, 1000004,  2,   6,   4, 0.600000, 0.400000, 0.600000, 1, merged
 129, 1000043,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 129, 1000063,  2,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 145, 1000035,  1,   5,   0, 1.000000, 0.000000, 1.000000, 1, merged
 145, 1000086,  2,   0,   0, 0.000000, 0.000000, 1.000000, 1, merged
 146, 1000015,  1,  14,   0, 1.000000, 0.000000, 1.000000, 1, abandoned
 146, 1000026,  2,   2,   1, 0.666667, 0.333333, 1.666667, 1, abandoned
 192, 1000015,  1,  19,   3, 0.863636, 0.136364, 0.863636, 1, merged
 192, 1000011,  2,   9,   0, 1.000000, 0.000000, 1.863636, 1, merged
 197, 1000079,  1,   5,   2, 0.714286, 0.285714, 0.714286, 1, merged
 197, 1000084,  2,   8,   0, 1.000000, 0.000000, 1.714286, 1, merged
 216, 1000003,  1,   8,   3, 0.727273, 0.272727, 0.727273, 1, merged
 216, 1000007,  2,  24,  11, 0.685714, 0.314286, 1.412987, 1, merged
 217, 1000009,  1,   9,   3, 0.750000, 0.250000, 0.750000, 1, merged
 217, 1000007,  2,  25,  11, 0.694444, 0.305556, 1.444444, 1, merged
 218, 1000013,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 218, 1000009,  2,   9,   4, 0.692308, 0.307692, 0.692308, 1, merged
 219, 1000013,  1,   0,   1, 0.000000, 1.000000, 0.000000, 1, merged
 219, 1000009,  2,  10,   5, 0.666667, 0.333333, 0.666667, 1, merged
 220, 1000013,  1,   0,   2, 0.000000, 1.000000, 0.000000, 1, merged
 220, 1000009,  2,  11,   5, 0.687500, 0.312500, 0.687500, 1, merged
 221, 1000013,  1,   0,   3, 0.000000, 1.000000, 0.000000, -1, abandoned
 221, 1000009,  2,  12,   5, 0.705882, 0.294118, 0.705882, 1, abandoned
 228, 1000063,  1,   6,   0, 1.000000, 0.000000, 1.000000, -1, merged
 228, 1000053,  2,   2,   0, 1.000000, 0.000000, 2.000000, 1, merged
 229, 1000063,  1,   7,   0, 1.000000, 0.000000, 1.000000, -1, merged
 229, 1000053,  2,   3,   0, 1.000000, 0.000000, 2.000000, 1, merged
 247, 1000006,  1,   2,   0, 1.000000, 0.000000, 1.000000, 1, merged
 247, 1000026,  2,   5,   3, 0.625000, 0.375000, 1.625000, 1, merged
 267, 1000015,  1,  31,   7, 0.815789, 0.184211, 0.815789, 1, merged
 267, 1000009,  2,  18,   7, 0.720000, 0.280000, 1.535789, 1, merged
 271, 1000006,  1,   2,   1, 0.666667, 0.333333, 0.666667, 1, merged
 271, 1000015,  2,  32,   7, 0.820513, 0.179487, 1.487179, 1, merged
 281, 1000009,  1,  19,   7, 0.730769, 0.269231, 0.730769, 1, merged
 281, 1000004,  2,   9,   4, 0.692308, 0.307692, 1.423077, 1, merged
 290, 1000131,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 290, 1000118,  2,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 291, 1000131,  1,   2,   0, 1.000000, 0.000000, 1.000000, 1, merged
 291, 1000118,  2,   1,   0, 1.000000, 0.000000, 2.000000, 1, merged
 292, 1000131,  1,   4,   0, 1.000000, 0.000000, 1.000000, 1, merged
 292, 1000118,  2,   2,   0, 1.000000, 0.000000, 2.000000, 1, merged
 341, 1000018,  1,  15,   1, 0.937500, 0.062500, 0.937500, 1, merged
 341, 1000010,  2,   6,   2, 0.750000, 0.250000, 1.687500, 1, merged
 353, 1000012,  1,   3,   1, 0.750000, 0.250000, 0.750000, 1, merged
 353, 1000014,  2,   6,   3, 0.666667, 0.333333, 1.416667, 1, merged
 368, 1000105,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, abandoned
 368, 1000132,  2,   5,   1, 0.833333, 0.166667, 0.833333, 1, abandoned
 378, 1000132,  1,   5,   2, 0.714286, 0.285714, 0.714286, 1, merged
 378, 1000105,  2,   0,   1, 0.000000, 1.000000, 0.714286, 1, merged
 400, 1000015,  1,  51,   7, 0.879310, 0.120690, 0.879310, 1, merged
 400, 1000003,  2,  10,   4, 0.714286, 0.285714, 1.593596, 1, merged
 421, 1000044,  1,   2,   0, 1.000000, 0.000000, 1.000000, -1, merged
 421, 1000079,  2,   8,   2, 0.800000, 0.200000, 1.800000, 1, merged
 424, 1000007,  1,  55,  16, 0.774648, 0.225352, 0.774648, 1, merged
 424, 1000028,  2,  10,   9, 0.526316, 0.473684, 1.300964, 1, merged
 425, 1000007,  1,  56,  16, 0.777778, 0.222222, 0.777778, -1, merged
 425, 1000028,  2,  11,   9, 0.550000, 0.450000, 1.327778, 1, merged
 426, 1000007,  1,  58,  16, 0.783784, 0.216216, 0.783784, 1, merged
 426, 1000028,  2,  12,   9, 0.571429, 0.428571, 1.355212, 1, merged
 428, 1000030,  1,   3,   3, 0.500000, 0.500000, 0.500000, 1, merged
 428, 1000003,  2,  14,   4, 0.777778, 0.222222, 1.277778, 1, merged
 451, 1000007,  1,  60,  16, 0.789474, 0.210526, 0.789474, -1, merged
 451, 1000011,  2,  21,   1, 0.954545, 0.045455, 1.744019, 1, merged
 464, 1000053,  1,  14,   4, 0.777778, 0.222222, 0.777778, 1, merged
 464, 1000042,  2,   1,   0, 1.000000, 0.000000, 1.777778, 1, merged
 472, 1000012,  1,   9,   1, 0.900000, 0.100000, 0.900000, 1, merged
 472, 1000010,  2,   8,   2, 0.800000, 0.200000, 1.700000, 1, merged
 488, 1000007,  1,  67,  16, 0.807229, 0.192771, 0.807229, 1, merged
 488, 1000153,  2,   2,   0, 1.000000, 0.000000, 1.807229, 1, merged
 489, 1000003,  1,  22,   4, 0.846154, 0.153846, 0.846154, 1, merged
 489, 1000030,  2,   5,   4, 0.555556, 0.444444, 1.401709, 1, merged
 505, 1000063,  1,  11,   1, 0.916667, 0.083333, 0.916667, 1, merged
 505, 1000105,  2,   3,   1, 0.750000, 0.250000, 1.666667, 1, merged
 508, 1000085,  1,   0,   0, 0.000000, 0.000000, 0.000000, -1, abandoned
 508, 1000063,  2,  13,   1, 0.928571, 0.071429, 0.928571, -1, abandoned
 515, 1000003,  1,  22,   5, 0.814815, 0.185185, 0.814815, 1, merged
 515, 1000012,  2,  12,   1, 0.923077, 0.076923, 1.737892, 1, merged
 528, 1000003,  1,  25,   5, 0.833333, 0.166667, 0.833333, 1, merged
 528, 1000030,  2,   6,   4, 0.600000, 0.400000, 1.433333, 1, merged
 530, 1000003,  1,  25,   7, 0.781250, 0.218750, 0.781250, 1, merged
 530, 1000030,  2,   7,   4, 0.636364, 0.363636, 1.417614, 1, merged
 531, 1000003,  1,  25,   8, 0.757576, 0.242424, 0.757576, 1, merged
 531, 1000030,  2,   8,   4, 0.666667, 0.333333, 1.424242, 1, merged
 558, 1000063,  1,  14,   1, 0.933333, 0.066667, 0.933333, 1, merged
 558, 1000023,  2,   1,   0, 1.000000, 0.000000, 1.933333, 1, merged
 623, 1000087,  1,   7,   2, 0.777778, 0.222222, 0.777778, 1, merged
 623, 1000124,  2,   0,   0, 0.000000, 0.000000, 0.777778, 1, merged
 636, 1000023,  1,   4,   0, 1.000000, 0.000000, 1.000000, 1, merged
 636, 1000063,  2,  16,   1, 0.941176, 0.058824, 1.941176, 1, merged
 669, 1000044,  1,   7,   3, 0.700000, 0.300000, 0.700000, -1, merged
 669, 1000565,  2,   0,   0, 0.000000, 0.000000, 0.700000, -1, merged
 673, 1000044,  1,   7,   4, 0.636364, 0.363636, 0.636364, -1, merged
 673, 1000037,  2,   0,   0, 0.000000, 0.000000, 0.636364, 1, merged
 678, 1000003,  1,  33,  10, 0.767442, 0.232558, 0.767442, 1, merged
 678, 1000030,  2,  11,   4, 0.733333, 0.266667, 1.500775, 1, merged
 685, 1000087,  1,   8,   3, 0.727273, 0.272727, 0.727273, 1, merged
 685, 1000124,  2,   1,   0, 1.000000, 0.000000, 1.727273, 1, merged
 730, 1000009,  1,  39,  10, 0.795918, 0.204082, 0.795918, -1, merged
 730, 1000011,  2,  38,   1, 0.974359, 0.025641, 1.770277, 1, merged
 733, 1000155,  1,   4,   3, 0.571429, 0.428571, 0.571429, 1, merged
 733, 1000035,  2,  12,   0, 1.000000, 0.000000, 1.571429, 1, merged
 743, 1000160,  1,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 743, 1000050,  2,   0,   0, 0.000000, 0.000000, 0.000000, 1, merged
 763, 1000050,  1,   2,   0, 1.000000, 0.000000, 1.000000, 1, merged
 763, 1000036,  2,   4,   0, 1.000000, 0.000000, 2.000000, 1, merged
 765, 1000004,  1,  16,   6, 0.727273, 0.272727, 0.727273, -1, merged
 765, 1000007,  2,  79,  21, 0.790000, 0.210000, 1.517273, 1, merged
 767, 1000003,  1,  38,  12, 0.760000, 0.240000, 0.760000, -1, merged
 767, 1000030,  2,  14,   4, 0.777778, 0.222222, 1.537778, 1, merged
 824, 1000004,  1,  19,   6, 0.760000, 0.240000, 0.760000, 1, merged
 824, 1000037,  2,   1,   0, 1.000000, 0.000000, 1.760000, 1, merged
 825, 1000037,  1,   2,   0, 1.000000, 0.000000, 1.000000, 1, merged
 825, 1000084,  2,   9,   1, 0.900000, 0.100000, 1.900000, 1, merged
 832, 1000090,  1,   3,   0, 1.000000, 0.000000, 1.000000, -1, merged
