ReviewId,Reviewerid,CommentIndex,NumOfCurrent,NumOfincurrent,CurrentPar,IncurrentPar,ScoreOfReliability,VotingScore,Status
57655,1000049, 1,11872,5932,0.666816,0.333184,0.666816,1,merged
57655,1000049, 2,11873,5932,0.666835,0.333165,1.333652,1,merged
57659,1000049, 1,11874,5932,0.666854,0.333146,0.666854,-1,merged
57659,1000049, 2,11875,5932,0.666873,0.333127,1.333726,1,merged
57662,1000049, 1,11876,5932,0.666891,0.333109,0.666891,1,merged
57662,1000049, 2,11877,5932,0.666910,0.333090,1.333801,1,merged
57673,1000049, 1,11877,5933,0.666873,0.333127,0.666873,1,merged
57673,1000049, 2,11878,5933,0.666891,0.333109,1.333764,1,merged
57675,1000049, 1,11878,5934,0.666854,0.333146,0.666854,1,merged
57675,1000049, 2,11879,5934,0.666873,0.333127,1.333726,1,merged
57689,1000049, 1,11879,5935,0.666835,0.333165,0.666835,1,merged
57689,1000049, 2,11880,5935,0.666854,0.333146,1.333689,1,merged
57690,1000049, 1,11880,5936,0.666816,0.333184,0.666816,1,merged
57690,1000049, 2,11881,5936,0.666835,0.333165,1.333651,1,merged
57691,1000049, 1,11881,5937,0.666798,0.333202,0.666798,1,merged
57691,1000049, 2,11882,5937,0.666816,0.333184,1.333614,1,merged
57692,1000049, 1,11882,5938,0.666779,0.333221,0.666779,1,merged
57692,1000049, 2,11883,5938,0.666798,0.333202,1.333576,1,merged
57693,1000049, 1,11883,5939,0.666760,0.333240,0.666760,1,merged
57693,1000049, 2,11884,5939,0.666779,0.333221,1.333539,1,merged
57706,1000049, 1,11885,5939,0.666798,0.333202,0.666798,1,merged
57706,1000054, 2, 43, 10,0.811321,0.188679,1.478118,1,merged
57707,1000049, 1,11885,5940,0.666760,0.333240,0.666760,1,merged
57707,1000049, 2,11886,5940,0.666779,0.333221,1.333539,1,merged
57713,1000049, 1,11886,5941,0.666741,0.333259,0.666741,1,merged
57713,1000049, 2,11887,5941,0.666760,0.333240,1.333502,1,merged
57722,1000049, 1,11888,5941,0.666779,0.333221,0.666779,-1,abandoned
57722,1000049, 2,11888,5942,0.666741,0.333259,1.333520,1,abandoned
57733,1000049, 1,11888,5943,0.666704,0.333296,0.666704,1,abandoned
57733,1000003, 2, 66, 16,0.804878,0.195122,1.471582,-1,abandoned
57734,1000049, 1,11888,5944,0.666667,0.333333,0.666667,1,abandoned
57734,1000049, 2,11888,5945,0.666629,0.333371,1.333296,1,abandoned
57736,1000049, 1,11889,5945,0.666648,0.333352,0.666648,-1,merged
57736,1000049, 2,11890,5945,0.666667,0.333333,1.333315,1,merged
57741,1000049, 1,11891,5945,0.666685,0.333315,0.666685,1,merged
57741,1002263, 2, 17,  0,1.000000,0.000000,1.666685,1,merged
57756,1000049, 1,11891,5946,0.666648,0.333352,0.666648,1,abandoned
57756,1000049, 2,11891,5947,0.666611,0.333389,1.333259,1,abandoned
57779,1000049, 1,11892,5947,0.666629,0.333371,0.666629,1,merged
57779,1000153, 2, 72,  9,0.888889,0.111111,1.555518,1,merged
57781,1000049, 1,11892,5948,0.666592,0.333408,0.666592,1,merged
57781,1000049, 2,11893,5948,0.666611,0.333389,1.333203,1,merged
57783,1000049, 1,11893,5949,0.666573,0.333427,0.666573,1,abandoned
57783,1000049, 2,11893,5950,0.666536,0.333464,1.333109,1,abandoned
57784,1000049, 1,11894,5950,0.666555,0.333445,0.666555,1,merged
57784,1001195, 2,  2,  0,1.000000,0.000000,1.666555,1,merged
57785,1000049, 1,11895,5950,0.666573,0.333427,0.666573,1,merged
57785,1002263, 2, 18,  0,1.000000,0.000000,1.666573,1,merged
57786,1000049, 1,11895,5951,0.666536,0.333464,0.666536,1,merged
57786,1000049, 2,11896,5951,0.666555,0.333445,1.333091,1,merged
57787,1000049, 1,11897,5951,0.666573,0.333427,0.666573,1,merged
57787,1000577, 2, 16,  0,1.000000,0.000000,1.666573,1,merged
57789,1000049, 1,11898,5951,0.666592,0.333408,0.666592,1,merged
57789,1000049, 2,11899,5951,0.666611,0.333389,1.333203,1,merged
57801,1000049, 1,11899,5952,0.666573,0.333427,0.666573,1,merged
57801,1000049, 2,11900,5952,0.666592,0.333408,1.333165,1,merged
57803,1000049, 1,11901,5952,0.666611,0.333389,0.666611,1,merged
57803,1000644, 2,  1,  0,1.000000,0.000000,1.666611,1,merged
57809,1000049, 1,11901,5953,0.666573,0.333427,0.666573,1,merged
57809,1000049, 2,11902,5953,0.666592,0.333408,1.333165,1,merged
57810,1000049, 1,11902,5954,0.666555,0.333445,0.666555,1,merged
57810,1000049, 2,11903,5954,0.666573,0.333427,1.333128,1,merged
57825,1000049, 1,11904,5954,0.666592,0.333408,0.666592,1,merged
57825,1000009, 2, 41, 13,0.759259,0.240741,1.425851,1,merged
57827,1000049, 1,11905,5954,0.666611,0.333389,0.666611,1,merged
57827,1001079, 2,  4,  0,1.000000,0.000000,1.666611,1,merged
57830,1000049, 1,11906,5954,0.666629,0.333371,0.666629,1,merged
57830,1000004, 2,259, 41,0.863333,0.136667,1.529963,1,merged
57832,1000049, 1,11907,5954,0.666648,0.333352,0.666648,1,merged
57832,1000049, 2,11908,5954,0.666667,0.333333,1.333315,1,merged
57837,1000049, 1,11908,5955,0.666629,0.333371,0.666629,1,merged
57837,1000049, 2,11909,5955,0.666648,0.333352,1.333277,1,merged
57838,1000049, 1,11909,5956,0.666611,0.333389,0.666611,1,merged
57838,1000049, 2,11910,5956,0.666629,0.333371,1.333240,1,merged
57839,1000049, 1,11910,5957,0.666592,0.333408,0.666592,1,merged
57839,1000049, 2,11911,5957,0.666611,0.333389,1.333203,1,merged
57840,1000049, 1,11911,5958,0.666573,0.333427,0.666573,1,merged
57840,1000049, 2,11912,5958,0.666592,0.333408,1.333165,1,merged
57844,1000049, 1,11913,5958,0.666611,0.333389,0.666611,1,merged
57844,1002263, 2, 19,  0,1.000000,0.000000,1.666611,1,merged
57856,1000049, 1,11914,5958,0.666629,0.333371,0.666629,-1,merged
57856,1000049, 2,11915,5958,0.666648,0.333352,1.333277,1,merged
57861,1000049, 1,11916,5958,0.666667,0.333333,0.666667,1,merged
57861,1000534, 2, 53,  4,0.929825,0.070175,1.596491,1,merged
57863,1000049, 1,11917,5958,0.666685,0.333315,0.666685,1,merged
57863,1000534, 2, 54,  4,0.931034,0.068966,1.597720,1,merged
57867,1000049, 1,11917,5959,0.666648,0.333352,0.666648,-1,merged
57867,1000329, 2,175, 39,0.817757,0.182243,1.484405,1,merged
57871,1000049, 1,11918,5959,0.666667,0.333333,0.666667,1,merged
57871,1000049, 2,11919,5959,0.666685,0.333315,1.333352,1,merged
57873,1000049, 1,11919,5960,0.666648,0.333352,0.666648,1,abandoned
57873,1000014, 2,168, 15,0.918033,0.081967,1.584681,-1,abandoned
57875,1000049, 1,11919,5961,0.666611,0.333389,0.666611,1,merged
57875,1000049, 2,11920,5961,0.666629,0.333371,1.333240,1,merged
57878,1000049, 1,11920,5962,0.666592,0.333408,0.666592,1,merged
57878,1000049, 2,11921,5962,0.666611,0.333389,1.333203,1,merged
57882,1000049, 1,11921,5963,0.666573,0.333427,0.666573,1,merged
57882,1000049, 2,11922,5963,0.666592,0.333408,1.333166,1,merged
57885,1000049, 1,11922,5964,0.666555,0.333445,0.666555,1,merged
57885,1000049, 2,11923,5964,0.666573,0.333427,1.333128,1,merged
57896,1000049, 1,11923,5965,0.666536,0.333464,0.666536,1,merged
57896,1000049, 2,11924,5965,0.666555,0.333445,1.333091,1,merged
57904,1000049, 1,11924,5966,0.666518,0.333482,0.666518,1,merged
57904,1000049, 2,11925,5966,0.666536,0.333464,1.333054,1,merged
57905,1000049, 1,11925,5967,0.666499,0.333501,0.666499,1,abandoned
57905,1000049, 2,11925,5968,0.666462,0.333538,1.332961,1,abandoned
